Title,Rating,Reviews,tags
Octodad: Dadliest Catch,3.2,104,"Octodad: Dadliest Catch is a game about destruction, deception, and fatherhood. The player controls Octodad, a dapper octopus masquerading as a human, as he goes about his life. Octodad's existence is a constant struggle, as he must master mundane tasks with his unwieldy boneless tentacles while simultaneously keeping his cephalopodan nature a secret from his human family. ['Adventure', 'Indie', 'Platform', 'Simulator', 'Strategy'] Octodad: Dadliest Catch"
Tabletop Simulator,3.7,163,"Tabletop Simulator is the only simulator where you can let your aggression out by flipping the table! There are no rules to follow: just you, a physics sandbox, and your friends. Make your own games and play how you want! Unlimited gaming possibilities! ['Card & Board Game', 'Indie', 'RPG', 'Simulator', 'Strategy'] Tabletop Simulator"
Plague Inc: Evolved,3.1,105,"Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation. Your pathogen has just infected 'Patient Zero' - now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself. ['Indie', 'Simulator', 'Strategy', 'Tactical'] Plague Inc: Evolved"
Euro Truck Simulator 2,3.6,124,"Euro Truck Simulator 2 is a vehicle simulation game and a direct sequel to the 2008 game Euro Truck Simulator. Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore from the UK, Belgium, Germany, Italy, the Netherlands, Poland, and many more, your endurance, skill and speed will all be pushed to their limits. If you’ve got what it takes to be part of an elite trucking force, get behind the wheel and prove it! ['Indie', 'Racing', 'Simulator'] Euro Truck Simulator 2"
Sonic Advance 3,3.3,127,"Sonic is back, and this time, he needs the help of all of his friends to defeat the evil Dr. Eggman. In Sonic Advance 3, Sonic and Tails must reunite with their friends Cream, Knuckles, and Amy. Team up with any of the five characters to gain special attack moves: Sonic increases your speed, Tails increases your jump power, Knuckles increases your attack power, Amy offers the Piko Piko hammer attack, and Cream lets you perform a homing attack. With a Game Boy Advance link, you and three of your friends can battle it out in multiplayer modes. ['Adventure', 'Platform'] Sonic Advance 3"
Kingdom Hearts: Chain of Memories,3.1,118,"Kingdom Hearts: Chain of Memories is the second game in the Kingdom Hearts series. It is a direct sequel to Kingdom Hearts and exclusive to the Game Boy Advance. It was published by Square Enix and developed by Jupiter, and was released in 2004. Chronologically, it is the third game in the timeline after Kingdom Hearts Birth by Sleep and Kingdom Hearts, and takes place during Kingdom Hearts 358/2 Days. ['RPG', 'Turn Based Strategy'] Kingdom Hearts: Chain of Memories"
Call of Duty: Warzone,2.8,166,"Welcome to Warzone, the new massive free-to-play combat arena from the world of Modern Warfare. Drop in, armor up, loot for rewards, and battle your way to the top. ['Shooter'] Call of Duty: Warzone"
Crash Team Racing Nitro-Fueled,3.9,170,"Crash Team Racing Nitro-Fueled is a kart racing game developed by Beenox and published by Activision. It is a remaster of Crash Team Racing, which was originally developed by Naughty Dog for the PlayStation. ['Arcade', 'Racing'] Crash Team Racing Nitro-Fueled"
Control: Ultimate Edition,4.0,118,"Control Ultimate Edition contains the main game and all previously released Expansions (""The Foundation"" and ""AWE"") in one great value package. Winner of over 80 awards, Control is a visually stunning third-person action-adventure that will keep you on the edge of your seat. ['Adventure', 'Shooter'] Control: Ultimate Edition"
Friday the 13th: The Game,2.6,128,"Friday the 13th: The Game is a third-person horror, survival game where players take on the role of a teen counselor, or for the first time ever, Jason Voorhees. You and six other unlucky souls will do everything possible to escape and survive while the most well-known killer in the world tracks you down and brutally slaughters you. ['Indie'] Friday the 13th: The Game"
Ratchet & Clank Future: A Crack in Time,4.0,112,"Ratchet & Clank Future: A Crack in Time (known as Ratchet & Clank: A Crack in Time in most PAL countries) is a platform game developed by Insomniac Games and published by Sony Computer Entertainment for the PlayStation 3 video game console. It is the sequel to Ratchet & Clank Future: Tools of Destruction and Ratchet & Clank Future: Quest for Booty. The game was released for the PlayStation 3 in North America on October 27, 2009, in Australia on November 5, 2009, and in Europe on November 6, 2009.
A fourth installment, titled Ratchet & Clank: Into the Nexus, was released in November 2013 for the PlayStation 3. ['Adventure', 'Arcade', 'Platform', 'Shooter'] Ratchet & Clank Future: A Crack in Time"
Shrek 2,3.0,131,"Game based on the second movie, developed by the makers of Vigilante 8. Shrek is on a journey to meet his in-laws, so Shrek 2 follows his adventure to Far Away Land and the chaos that ensues once Fiona's parents learn that their precious daughter is an ogre -- and is married to the crudest of them all. Shrek 2 features a mixture of puzzle solving and enemy bashing. Players are able to control one of four characters at any given time -- swapping between them at will. Each character has a set of basic attack moves and a special ability. Donkey has a ""Burro Blast"" that can knock down large objects, Shrek can pick up and throw heavy objects, and Fiona -- in a nod to her fight scene in the first movie -- can slow down time, Matrix-style. ['Adventure', 'Platform'] Shrek 2"
SpeedRunners,3.3,134,"Cut-throat multiplayer running game that pits 4 players against each other, locally and/or online. Run, jump, swing around, and use devious weapons and pick-ups to knock opponents off-screen ['Arcade', 'Indie', 'Platform', 'Racing', 'Sport'] SpeedRunners"
SteamWorld Dig,3.4,103,"SteamWorld Dig is 2D a platform game that revolves around mining for resources and ores. The objective of the game is to investigate the mines underneath the old Western town Tumbleton in order to unearth the secrets lurking below. The player controls Rusty who is equipped with a pickaxe but the player is given options to upgrade the tools used for digging as progression is made in the game. Besides health, the player also needs coal for light, and water for special abilities.
SteamWorld Dig has platform elements in that the player runs, jumps and encounter foes, but the main objective is mining. That means that the player builds – or rather deconstructs – the game world and creates platforms that way. The player collects resources and other hidden resources which can be brought back to the surface and exchanged for cash. When the player progress in the game new abilities are unlocked. Each playthrough, the mines are randomized, making items and treasure appear in different locations. If the player gets stuck there is a self destruct function, but the players can also buy ladders in the store at the surface to get out of tricky situations.
When progressing deeper down in the cave, the player encounters various enemies with different attack patterns and weak spots. The game features multiple worlds, each with a completely different environment. Dying results in a reparation penalty fee, and the player respawns back on the surface. All the loot that has been accumulated when the player dies can be picked up again. ['Adventure', 'Indie', 'Platform', 'Puzzle'] SteamWorld Dig"
Final Fantasy VII Remake: Episode Intermission,4.0,170,"The new episode featuring Yuffie is a brand-new adventure in the world of Final Fantasy VII Remake Intergrade. Play as Wutai ninja Yuffie Kisaragi as she infiltrates Midgar and conspires with Avalance HQ to steal the ultimate materia from the Shinra Electric Power Company.
Play alongside new characters and enjoy an expanded gameplay experience featuring multiple new combat and gameplay additions. This adventure brings new perspective to the Final Fantasy VII Remake story that cannot be missed. ['Adventure', 'RPG'] Final Fantasy VII Remake: Episode Intermission"
Risk of Rain,3.5,102,"Risk of Rain is an action platformer with roguelike elements. With permanent death as a primary feature, players will have to play their best to get as far as possible. Fight on a mysterious planet with randomly spawning enemies and bosses, either alone or with 3 friends in online co-op. ['Adventure', 'Brawler', 'Indie', 'Platform', 'RPG', 'Shooter'] Risk of Rain"
Duck Game,3.7,141,"Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory. Blast your friends with Shotguns, Net Guns, Mind Control Rays, Saxophones, Magnet Guns, and much, much more. This is DUCK GAME. Don't blink. ['Arcade', 'Indie', 'Platform', 'Shooter'] Duck Game"
Sonic R,2.7,224,"Originally released for the Sega Saturn, Sonic R is a racing game featuring characters from the Sonic the Hedgehog series.
This version has graphics updated from the Saturn release, including more detailed 3D models and random weather events. ['Adventure', 'Racing'] Sonic R"
Sonic & Sega All-Stars Racing,3.3,122,"Explore stunning new circuits including Sonic Seaside Hill, Curien Mansion and Blizzard Castle as you zip around medieval castle ramparts, hurtle under lush rain forest canopies and tear through bustling city scapes in a frantic race to the finish line. Jostle against a selection of 20 challengers including Super Monkey Ball’s Ai Ai, Amigo from Samba and the evil Dr. Eggman in your unique character vehicle. Stay ahead of the pack by dodging traps and launching outrageous character moves such as the invincible Super Sonic, Banana Blitz assault of monkey balls or Tails wild Tornado - set to throw any vehicle clean in the air! But if you’ve been battered, beaten and broken, it’s not over yet! Super-charge your vehicle with power-ups to get back in the race and be sure to stay alert for the secret short-cuts that will give you the edge to victory.
Party Racing Fun - Battle it out in single player, challenge your friends in 4 player split-screen for the ultimate track racing showdown!
All Your Favorite Racers - Choose from 20 different characters from the Sonic & SEGA universe including Sonic, Tails, Aiai and Amigo.
High Velocity Vehicles - Every character drives their own unique vehicle including sports cars, bikes, planes and even a giant banana to perform bespoke special man-oeuvres!
All-Star Moves - Need to get by a competitor? Can’t overtake a racer? Then take them out with a pick-up weapon (missiles, mines and other obstacles) or one of the 20 unique character moves that allows the recipient to know who just hit them!
Stunning Visuals - Race over medieval castle ramparts, under lush rain forest canopies and through bustling city scapes as you battle through 27 challenging tracks from the Sonic and Sega Universe. ['Racing'] Sonic & Sega All-Stars Racing"
Sonic 3D Blast,2.3,153,"Sonic 3D Blast is a 1996 platform video game developed by Traveller's Tales and Sonic Team, and published by Sega for the Genesis, Saturn, and Windows. Part of the Sonic the Hedgehog series, the game abandons previous Sonic games' side-scrolling style in favor of isometric gameplay, making use of some pre-rendered 3D models converted into sprites. The game features creatures known as Flickies, which first appeared in the 1984 arcade game Flicky. Controlling only Sonic himself, the player's goal is to collect Flickies and carry them to safety, periodically sparring with the series antagonist Dr. Robotnik, who is imprisoning them within robots. ['Platform'] Sonic 3D Blast"
Dragon Quest,3.1,175,"The player takes the role of a namable Hero. The Hero's name has an effect on his statistical growth over the course of the game. Battles are fought in a turn-based format and experience points and gold are awarded after every battle, allowing the Hero to level-up in ability and allows them to buy better weapons, armor, and items. Progression consists of traveling over an overworld map and through dungeons, fighting monsters encountered via random battles along the journey. ['Adventure', 'RPG'] Dragon Quest"
Peggle,3.6,135,"Take your best shot with energizing arcade fun! Aim, shoot, clear the orange pegs, then sit back and cheer as 10 whimsical teachers guide you to Peggle greatness. Conquer 55 fanciful levels with 10 mystical Magic Powers, racking up bonus points and shots you'll smile about for weeks. Face off against your friends in Duel Mode, or tackle 75 extra-tricky challenges. It's luck and skill and joyous thrills, and amidst all this fevered action only one question remains: Can you become a Peggle Master? ['Puzzle'] Peggle"
LEGO City Undercover,3.5,118,"As Chase McCain, you'll become an expert at hand-to-hand combat, fighting your foes and wrestling them to the ground until you can slap the cuffs on 'em. The best officers are also pros at free running, jumping, climbing, and traversing the city on special blue and white bricks. Do you have what it takes? ['Adventure', 'Brawler', 'Platform', 'Racing'] LEGO City Undercover"
Ice Climber,2.3,101,"If you can break through 8 levels of treacherous arctic ice, you'll reach the top of the mountain! But watch out. The Nitpickers, Condors, and Polar Bears don't want you up there. And they've got a bag of tricks that will test every ounce of your strength and courage. Are you going to let them stop you? No way! There are 32 mountains to choose from and endless thrills as you fight these arctic creatures alone or with a friend, and ascend to the top of the mountain in Ice Climber! ['Arcade', 'Platform'] Ice Climber"
Smite,2.6,124,"Smite is the online battleground of the gods. Players choose from a diverse cast of deities and use their unique powers to triumph over the opposition in 5v5 team matches. Smite is a new take on the MOBA genre; rather than observing from above the action, the game’s third person perspective puts players into the thick of combat. Instead of clicking the mouse to move, players use the familiar WASD keys to move and fight their way through Smite’s dynamic battlegrounds. ['Adventure', 'MOBA', 'RPG', 'Strategy'] Smite"
Microsoft Minesweeper,3.2,121,"Microsoft Minesweeper (formerly just Minesweeper, and also known as Flower Field) is a minesweeper-type video game created by Curt Johnson, originally for IBM's OS/2, that was ported to Microsoft Windows by Robert Donner, both Microsoft employees at the time. ['Puzzle'] Microsoft Minesweeper"
Killing Floor 2,3.2,116,"In Killing Floor 2 players descend into Europe where the Zed outbreak has quickly spread and gained unstoppable momentum. Just one month after the conclusion of the events in the original Killing Floor, the clones are everywhere and civilization is in disarray; governments have collapsed, and military forces are gone. ['Shooter'] Killing Floor 2"
LEGO Marvel's Avengers,3.1,101,"Avengers Assemble! The best-selling LEGO Marvel videogame franchise returns with a new action-packed, Super Hero adventure. Join the LEGO Marvel’s Avengers team and experience the first console videogame featuring characters and storylines from the critically-acclaimed film Marvel’s The Avengers, the blockbuster sequel Marvel’s Avengers: Age of Ultron, and more. Play as the most powerful Super Heroes in their quest to save the world. ['Adventure', 'Platform'] LEGO Marvel's Avengers"
The LEGO Movie Videogame,2.8,106,"Join Emmet and an unlikely group of resistance fighters in their heroic quest to thwart Lord Business' evil plans - a mission that Emmet is hopelessly and hilariously unprepared for. It's a wild ride with a surprising mix of over 90 playable characters including Batman, Superman, Wonder Woman, the Green Ninja, Gandalf, Shakespeare, Cleopatra and more. ['Adventure', 'Puzzle'] The LEGO Movie Videogame"
Antichamber,3.6,100,"Antichamber is a single-player first-person puzzle-platform video game. Many of the puzzles are based on phenomena that occur within the Impossible Objects created by the game engine, such as passages that lead the player to different locations depending on which way they face, and structures that seem otherwise impossible within normal three-dimensional space. The game includes elements of psychological exploration through brief messages of advice to help the player figure out solutions to the puzzles as well as adages for real life. ['Adventure', 'Indie', 'Platform', 'Puzzle'] Antichamber"
Sonic Generations,3.1,124,"In the 3DS version of Sonic Generations, Modern Sonic's gameplay is similar to that of Sonic Rush and the DS version of Sonic Colors. He has the Boost, the ability to slide under obstacles, jump off walls, and the Homing Attack. After the second era, Modern Sonic learns the Stomp. Modern Sonic's levels use the 3D effect of depth on the 3DS version more actively as well as to giving a better view for when Modern Sonic jumps into the background, although the console versions are 3D-TV compatible. In the HD version, Modern Sonic is only able to wall jump off certain panels (similar to the DS version of Sonic Colors), but in the 3DS version, he is able to wall jump on any wall (much like Sonic Unleashed and the Wii version of Sonic Colors). ['Adventure', 'Platform'] Sonic Generations"
Sonic Riders: Zero Gravity,3.1,114,"Sonic Riders: Zero Gravity is a hoverboard racing video game developed by Sonic Team and published by Sega for the PlayStation 2 and Wii. It is the fifth racing game in the Sonic the Hedgehog series, and the second entry the Sonic Riders trilogy. A port for the Xbox 360 was cancelled during development, while a sequel, Sonic Free Riders, was released exclusively for that system in 2010.
Gameplay in Zero Gravity is largely similar to its predecessor, with characters racing on different types of hovercraft called ""Extreme Gear"". In addition to the mechanics from the previous game, Zero Gravity adds a new gameplay system based around gravity that replaces the predecessor's ""fuel"" system. During the race, performing tricks and other actions will increase a character's Gravity Points, or GP. If players have accrued enough GP by the time they enter certain areas of the track, they will enter a Zero-Gravity Zone, where they can perform one of two maneuvers. A Gravity Dive will create a small black hole that points gravity forward down the track, giving the player a powerful free-fall boost that is further augmented by striking objects in the vicinity that the hole displaces, such as cars or signs. Alternatively, Gravity Control will alter the gravity of the course, allowing players to reach otherwise-inaccessible areas and shortcuts. Players can also use Gravity Drift to more easily maneuver around sharp corners. ['Racing', 'Sport'] Sonic Riders: Zero Gravity"
Mega Man Zero 2,3.7,136,"In Zero's next mission, he falls prey to a trap set by Neo Arcadia's ruthless commander. Planning to trick Zero, he tries to use him to wreak chaos between reploids and humans once again. But, can he succeed?
LAN Multiplayer.
If you have two cartridges and a link cable, the players can link two GBAs and take part in a two-player game. There are three modes available to take part in:
- Time Attack - Set a goal somewhere in the stage. After three tries, the player with the shortest time to the goal wins.
- Enemy Battle - Defeat the most enemies from the generator within the time limit.
- Get Item.
- Collect the most items from the map within the time limit. ['Adventure', 'Platform', 'Shooter'] Mega Man Zero 2"
The Order: 1886,2.7,123,"The Order: 1886 introduces players to a unique vision of Victorian-Era London where Man uses advanced technology to battle a powerful and ancient foe. As a member of an elite order of knights, join a centuries-old war that will determine the course of history forever. ['Adventure', 'Shooter'] The Order: 1886"
Gartic Phone,3.5,105,Gartic Phone is a game that uses the Gartic's Mechanics to the popular pen-and-paper game Telephone Pictionary. ['Quiz/Trivia'] Gartic Phone
Super Monkey Ball 2,4.1,105,"The object of Super Monkey Ball 2 is to guide a monkey trapped inside a plastic ball through a maze to the goal. There are three variations, story mode, challenge mode, and practice mode. In story mode you have unlimited number of tries to complete a stage, and after clearing 10 stages a movie clip is shown followed by a new world of 10 stages. In challenge mode, you have a limited number of monkeys and a time limit to complete numerous levels of increasing difficulty. In practice mode you can play any stage already completed in the other two modes.
In addition to the main game options, numerous party games are also included. These are monkey race, monkey fight, monkey target, monkey billiards, monkey bowling, monkey golf, monkey boat, monkey shot, monkey dogfight, monkey soccer, monkey baseball, and monkey tennis. The party games can be played by one to four players. ['Arcade', 'Platform'] Super Monkey Ball 2"
Toy Story 3: The Video Game,3.3,111,"In Toy Story 3: The Video Game help Buzz, Woody and the rest of the Toys ensure no toy gets left behind. Dive into all new heroic adventures in Story Mode or let your imagination run wild in the exiting new open world of Toy Box Mode! Come and play to infinity... and beyond! ['Adventure', 'Platform'] Toy Story 3: The Video Game"
Melty Blood Actress Again Current Code,4.1,166,"The Sega RingWide and Windows port of Melty Blood Actress Again, originally for the PS2, updated with new characters, a rebalanced roster and some gameplay tweaks. It is the last game in the original Melty Blood series which follows the events of Tsukihime. Melty Blood Actress Again Current Code is an anime fighter with a strong emphasis on movement and featuring Moon styles, giving each of the 31 characters in the roster three different movesets with differing system mechanics. The Arcade mode has the same story as Actress Again, with the addition of new stories for characters new to Current Code (Powered Ciel and Archetype-Earth), duo characters who were without one (Neco & Mech and Kohaku & Mech), and Riesbyfe Stridberg, who gained an unlockable alternative route. ['Arcade', 'Fighting'] Melty Blood Actress Again Current Code"
Teenage Mutant Ninja Turtles IV: Turtles in Time,3.8,102,"Teenage Mutant Ninja Turtles IV: Turtles in Time produced by Konami is a beat 'em up side scrolling game for up to two players. It's the fourth Turtles game, following Turtle 3: The Manhattan Project on Nintendo Entertainment System. It was released on the Super Nintendo Entertainment System in 1992, but had been released earlier as an arcade game. ['Arcade', 'Brawler'] Teenage Mutant Ninja Turtles IV: Turtles in Time"
Mario Party 4,3.5,113,"Toad, Koopa, and other party-planning pranksters have hidden birthday presents for their closest friends inside the Party Cube. To win the presents, Mario, Yoshi, Peach, and other Mushroom Kingdom favorites will have to plunge into a circus of minigame trickery. As always, keep an eye out for Bowser and his trouble-making goons. Even Whomp and Thwomp have rockin' surprises for you in their Extra Room. Packed with surprises, wild multiplayer action, and zany challenges, Mario Party 4 is your ticket to a good time. ['Card & Board Game'] Mario Party 4"
The Awesome Adventures of Captain Spirit,2.9,109,"Have you ever dreamt of being a superhero? Meet Chris, a creative and imaginative 9 year old boy who escapes reality with fantastical adventures as his alter ego, the Awesome Captain Spirit! Captain Spirit is a free demo set in the Life is Strange universe. ['Adventure'] The Awesome Adventures of Captain Spirit"
Rayman Raving Rabbids,2.7,117,"Rayman Raving Rabbids marks the return of the iconic video-game hero, Rayman, in his funniest and zaniest adventure ever. When the world of Rayman is threatened by a devastating invasion of crazed, out-of-control bunnies Rayman must rise up against his furry foes to foil their wicked plans. Utilizing an array of amazing new abilities, and with the help of magical creatures, Rayman must break out all the moves to save his world from these delirious bunnies and their hare-raising antics. ['Adventure', 'Platform', 'Puzzle'] Rayman Raving Rabbids"
Nuclear Throne,3.7,145,"Nuclear Throne is an action roguelike-like by Vlambeer about mutants fighting their way through a post-apocalyptic world. The radioactive waste in the world allows mutants to get ahead by mutating new limbs on the fly, the abundant availability of powerful weaponry make the quest to become ruler of the Wasteland one fraught with peril. ['Adventure', 'Arcade', 'Indie', 'RPG', 'Shooter'] Nuclear Throne"
SteamWorld Dig 2,3.8,106,"SteamWorld Dig 2 takes you on a platform mining adventure forged in Metroidvania flames. When an old trading town is struck by mysterious earthquakes, it’s up to a lone steambot and her unlikely companion to uncover what trembling terrors lie beneath.
Dig your way underground and explore vivid worlds riddled with treasure, secrets and traps.
Combat dangerous enemies at every turn of the underworld’s twisted paths, including shadowy creatures and the haunted remains of an ancient electrical threat.
Upgrade your gear to forge deeper into the earth and take on bigger challenges.
Swing across large chasms with your Hookshot and fly through caves with the Jet Engine!
And finally, learn the truth about your long lost friend… ['Adventure', 'Indie', 'Platform', 'Puzzle'] SteamWorld Dig 2"
Forager,3.3,145,"Forager is the popular crafting, exploration and base building game that can best be defined as “the idle game that you want to actively keep playing”.
A quirky mix between old school 2D Zelda experiences and modern Minecraft or Terraria-like crafting games that places players into a small piece of land with just a pickaxe and a desire for expansion and exploration.
Players can buy procedurally generated lands to uncover secrets, solve puzzles, find dungeons, treasure and forgotten relics and to expand their sprawling bases. Nearly impossible to put down, there is always something to manage or work towards! ['Adventure', 'Indie', 'Puzzle', 'RPG', 'Simulator', 'Strategy'] Forager"
Akinator,2.4,107,"Akinator, the Web Genie (formerly Akinator, the web Genius) is an internet game and mobile app based on Twenty Questions that attempts to determine which character the player is thinking of by asking them a series of questions. It is an artificial intelligence program that can find and learn the best questions to ask the player. Created by three French programmers in 2007, it became popular worldwide in November 2008, according to Google Trends. In Europe popularity peak was reached in 2009 and Japan in 2010 with the launch of mobile apps by French mobile company SCIMOB, reaching highest ranks on app store . While playing ""Akinator"", questions are asked by a cartoon genie. ['Quiz/Trivia'] Akinator"
Gato Roboto,3.5,148,"Pounce inside of your cozy armored mech and set off on a dangerous trek through an alien underworld full of irritable creatures and treacherous obstacles in a valiant effort to save your stranded captain and his crashed spaceship.
Tiptoe outside the friendly confines of your technological marvel and follow your feline instincts through tight tunnels and mysterious waterways to scavenge for new weapons and gear. Adventure awaits the most curious of cats in Gato Roboto! ['Adventure', 'Arcade', 'Indie', 'Platform'] Gato Roboto"
Call of Duty: Modern Warfare 2 Campaign Remastered,3.7,124,"TheÂ Call of Duty: Modern Warfare 2Â Campaign has been fully remastered with improved textures, animations, physically based rendering, high-dynamic range lighting, and much more.Â  Experience classic missions including Cliffhanger, The Gulag, and Whiskey Hotel as you join Soap, Price, Ghost and the rest of Task Force 141 in the globe-spanning fight to restore order to the world. ['Shooter'] Call of Duty: Modern Warfare 2 Campaign Remastered"
Shovel Knight: Specter of Torment,4.3,145,"This game is a free expansion included in the main game, Shovel Knight, and its updated title, Shovel Knight: Treasure Trove. The game will also be available as a standalone title on PC, PS4, Xbox One, and Nintendo Switch. ['Adventure', 'Indie', 'Platform'] Shovel Knight: Specter of Torment"
LEGO Marvel Super Heroes 2,3.1,105,"LEGO Marvel Super Heroes 2 is an all-new, original adventure and sequel to the smash hit, LEGO Marvel Super Heroes. Bringing together iconic Marvel Super Heroes and Super Villains from different eras and realities, along with signature LEGO humor, the latest adventure transports players into a cosmic battle across a myriad of Marvel locations ripped from time and space into the incredible open hub world of Chronopolis.
Players will go head-to-head with the time-traveling Kang the Conqueror in an epic battle across Chronopolis, from Ancient Egypt and The Old West to Sakaar and New York City in 2099. Along the way, gamers will be able to take control of a host of iconic characters, from Cowboy Captain America from the past to Spider-Man 2099 from the future along with Thor, Hulk, the Guardians of the Galaxy, Black Panther, Captain Marvel, Doctor Strange, Green Goblin, and dozens of other Marvel Super Heroes and Super Villains. ['Adventure', 'Brawler', 'Puzzle'] LEGO Marvel Super Heroes 2"
Persona 4: Dancing All Night,3.5,159,"Persona 4: Dancing All Night is a story-driven music game of the cult hit RPG Persona 4, developed by ATLUS. Replacing the RPG elements are dance battles that challenge players' dexterity and accuracy, as they tap out re-mixes of fan-favorite themes and brand new music tracks. The storyline continues from after the events of Persona 4, when the teenage mega-idol, Rise Kujikawa, returns to the city to re-take her show biz career. During that time, a strange video appears on the internet and the unfortunate people who watched it have gone missing! Members of Kanamin Kitchen, Rise's junior idol group, have disappeared and it's up to the Investigation team to mount a rescue mission - only they discover the same monstrous Shadows from the Midnight Channel. To make matters even worse, their Persona abilities are rendered ineffective, and the Shadows in P4D can only be defeated by dance, so bust out powerful dance moves to save the day! ['Music'] Persona 4: Dancing All Night"
Mega Man 9,3.7,126,"Mega Man 9 brings the series back to its old school roots with retro gameplay, music and classic 8-bit style graphics!
Mega Man fans, your wait is over! The classic Blue Bomber that debuted in 1987 is back with the ninth installment in the classic series. It's a new adventure for Mega Man all done in an 8-bit style -- graphics, music, and gameplay are all like you remember them! ['Platform', 'Shooter'] Mega Man 9"
3D Pinball: Space Cadet,3.5,131,A pinball game that came free on many computers pre-installed with some Windows operating systems. ['Pinball'] 3D Pinball: Space Cadet
Toy Story 2: Buzz Lightyear to the Rescue!,3.4,105,"Woody has been stolen from the bedroom, ready to be sold to the highest bidder by an evil toy collector. It's up to good friend Buzz Lightyear to fight his way through from the bedroom to the outside world in order to save Woody from the toy market and bring him home. All of the character from the 3D animated movie appear through-out the side scroller to help Buzz get to where he is needed. Along with the use of his cannon, Buzz can jump to hard to reach places, also useful in collecting the hidden coins that open bonus levels. ['Adventure', 'Platform'] Toy Story 2: Buzz Lightyear to the Rescue!"
Splatoon 2: Octo Expansion,4.3,222,"""This full-on single-player adventure spans 80 missions starring Agent 8, an Octoling who awakens on a dark subway platform. Navigate this mysterious underground test facility in a desperate battle to reach the surface of Inkopolis. Escape from these twisted depths, and you’ll finally be able to join multiplayer matches as an Octoling!""
""The new adventure features 80 missions starring Agent 8, a new character who awakens without her memories on a dark subway platform. Navigate the twisted depths in a battle to reach the surface of Inkopolis. Once you escape, you'll be able to join multiplayer matches as an Octoling!
- Play as an Octoling who's lost her memory in a new single-player adventure spanning 80 missions.
- Navigate an underground facility to reach the surface of Inkopolis.
- Take on a variety of mission types packed with new challenges you won't find in the main game.
- Complete the campaign to unlock Octolings (Girl or Boy) as playable characters in multiplayer battles.
- Unravel mysteries hidden below Inkopolis with Pearl, Marina, & Cap'n Cuttlefish."" ['Shooter'] Splatoon 2: Octo Expansion"
Sonic the Fighters,2.7,119,"Sonic The Fighters is an arcade fighting game in the Sonic the Hedgehog series. The game was ported to Sonic Gems Collection for the Nintendo GameCube and PlayStation 2 under its original title in all versions. A digital high-definition port of Sonic the Fighters was also released for the Xbox 360 and PlayStation 3 on November 2012. As of April 2016, the Xbox 360 version of Sonic the Fighters is compatible with Xbox One ['Fighting'] Sonic the Fighters"
Kingdom Hearts III: ReMind,4.0,138,"Kingdom Hearts III Re Mind is a DLC expansion of Kingdom Hearts III. It was released on PlayStation 4 on January 23, 2020, and was released for Xbox One on February 25, 2020.
There are two versions of the DLC available for purchase; a standard edition costing $29.99, and a second edition including a recording of the Kingdom Hearts Orchestra -World of Tres- Osaka performance, costing $39.99. Additionally, a free patch became available shortly before the DLC's release, which grants players the ability to unlock Oathkeeper and Oblivion Keyblades free of charge. ['Adventure', 'Brawler', 'RPG'] Kingdom Hearts III: ReMind"
Mario Tennis Aces,3.0,115,"A new Mario Tennis game is bringing a new level of skill and competition to Nintendo Switch. Mario steps onto the court in classy tennis garb for intense rallies against a variety of characters in full-blown tennis battles. New wrinkles in tennis gameplay will challenge your ability to read an opponent's position and stroke to determine which shot will give you the advantage. And this time the game adds the first story mode since the Mario Tennis game on Game Boy Advance, offering a new flavor of tennis gameplay, with a variety of missions, boss battles and more ['Adventure', 'Sport'] Mario Tennis Aces"
Sonic the Hedgehog: Spinball,2.4,118,"Dr. Eggman (AKA Dr. Robotnik) is once again turning the animals of Mobius into robots using his monstrous contraption, the Veg-O-Fortress. Only Sonic can penetrate the Pinball Defense System to free the animals, retrieve the Chaos Emeralds, and put a stop to Dr. Eggman’s fiendish plans! ['Pinball', 'Platform', 'Puzzle'] Sonic the Hedgehog: Spinball"
Thumper,3.7,117,"Thumper is a rhythm violence game. It combines classic rhythm-action with breakneck speed and brutal physicality.
Thumper strips rhythm gaming down to its core. Classic rhythm-action is combined with breakneck speed and brutal physicality. With one analog stick and one button, you control a space beetle while hurtling through stunning and treacherous worlds.
There's no blood or gore, but you'll feel the violence. ['Adventure', 'Arcade', 'Indie', 'Music'] Thumper"
Sonic Rush Adventure,3.5,118,"Sonic returns to the DS with all the classic 2D dual screen action of ""Sonic Rush,"" as well as a new high-seas adventure where he clashes with ruthless pirates. As Sonic, set off from Windmill Village to explore seven islands for action-packed adventures spread across a large map. As you venture, you'll uncover valuable items and materials that will help Tails build new ships so that Sonic can track down the villainous pirates in a variety of ways. ['Platform'] Sonic Rush Adventure"
House Flipper,3.3,113,"House Flipper is a unique chance to become the one-man renovating crew. You've got to earn it around here before you purchase your first property. No worries though! Luckily, there's plenty of work at your fingertips! Take job offers from nearby residents to clean up, paint walls, install heaters, showers, and air conditioners, or even furnish their whole property! Once the grateful clients pay you for your solid work, it's time to get your own house. ['Indie', 'Simulator'] House Flipper"
